id;ddv;ddvs;rdv;mode;com;rec;motif;lun_m;lun_a;mar_m;mar_a;mer_m;mer_a;jeu_m;jeu_a;ven_m;ven_a
810;2024-01-03 11:30:00;[Timestamp('2024-01-03 11:30:00'), Timestamp('2023-09-19 12:10:00')];True;;;OUI;;;;;;;;;;;
811;;[];;;;PVM1;;;;;;;;;;;
812;;[];;;;PVM1;;;;;;;;;;;
813;;[];;;;PVM1;;;;;;;;;;;
814;;[];;;;PVM1;;08:00-11:00(R);;08:00-11:00(R);;;;08:00-11:00(R);;08:00-11:00(R);
815;2024-01-23 11:30:00;[Timestamp('2024-01-23 11:30:00')];True;;;OUI;;;;;;;;;;;
816;2024-01-03 13:30:00;[Timestamp('2024-01-03 13:30:00'), Timestamp('2023-09-19 09:10:00')];True;;;OUI;;08:00-14:00(R);14:00-20:00(R);08:00-14:00(R);14:00-20:00(R);08:00-14:00(R);14:00-20:00(R);;;08:00-14:00(R);14:00-20:00(R)
817;;[];;;;PVM1;;;15:30-19:00(R);09:45-13:30(R);15:30-19:00(R);09:45-13:30(R);15:30-19:00(R);09:45-13:30(R);;09:45-13:30(R);15:30-19:00(R)
818;;[];;;;PVM1;;;;;;;;;;;
819;;[];;;;PVM1;;09:00-12:00(R);14:00-18:00(R);09:00-12:00(R);14:00-18:00(R);09:00-12:00(R);14:00-18:00(R);09:00-12:00(R);14:00-18:00(R);09:00-12:00(R);14:00-18:00(R)
820;;[];;;;PVM1;;08:00-13:00(D);14:30-19:30(R);08:00-13:00(D);14:30-19:30(R);08:00-13:00(D);14:30-19:30(R);08:00-13:00(D);14:30-19:30(R);08:00-13:00(D);14:30-19:30(R)
821;;[];;;;PVM1;;;;;;;;;;;
822;;[];;;;PVM1;;;;;;;;;;;
823;;[];;;;PVM1;;;14:00-19:30(R);;14:00-19:30(R);;14:00-19:30(R);;14:00-19:30(R);;
824;;[];;;;;;;;;;;;;;;
825;;[];;;;PVM1;;09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R)
826;;[];;;;PVM1;;;;;;;;;;;
827;2024-01-30 15:00:00;[Timestamp('2024-01-30 15:00:00')];;;;PVM1;;;;;;;;;;;
828;;[];;;;PVM1;;;;;;;;;;;
829;;[];;;;PVM1;;;;;;;;;;;
830;;[];;;;PVM1;;;;;;;;;;;
831;;[];;;;;;;;;;;;;;;
832;2024-01-12 14:00:00;[Timestamp('2024-01-12 14:00:00'), Timestamp('2023-09-26 14:00:00'), Timestamp('2023-07-06 11:00:00')];True;;;OUI;;;14:00-20:00(R);;14:00-20:00(R);;14:00-20:00(R);;14:00-20:00(R);;14:00-20:00(R)
833;2023-11-10 15:30:00;[Timestamp('2023-11-10 15:30:00')];;;;;;;;;;;;;;;
834;;[];;;;PVM1;;08:30-14:00(R);14:00-18:30(R);09:30-14:00(R);14:00-18:00(R);08:30-14:00(R);14:00-18:30(R);09:30-14:00(R);14:00-18:00(R);;
835;;[];;;;PVM1;;;;;;;;;;;
836;;[];;;;;;;;;;;;;;;
837;;[];;;;PVM1;;;;;;;;;;;
838;;[];;;;PVM1;;;;;;;;;;;
839;;[];;;;PVM1;;;;;;;;;;;
840;;[];;;;PVM1;;;;;;;;;;;
841;;[];;;;PVM1;;;;;;;;;;;
842;;[];;;;;;;;;;;;;;;
843;;[];;;;;;;;;;;;;;;
844;;[];;;;PVM1;;;;;;;;;;;
845;2023-07-11 10:00:00;[Timestamp('2023-07-11 10:00:00')];;;;;;;;;;;;;;;
846;;[];;;;PVM1;;;;;;;;;;;
847;;[];;;;PVM1;;09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R)
848;;[];;;;PVM1;;;;;;;;;;;
849;;[];;;;PVM1;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-16:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R)
850;;[];;;;;;;;;;;;;;;
851;;[];;;;PVM1;;;14:00-18:00(R);;14:00-18:00(R);;14:00-18:00(R);;14:00-18:00(R);;14:00-18:00(R)
852;;[];;;;PVM1;;;;;;;;;;;
853;;[];;;;PVM1;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R)
854;;[];;;;PVM1;;10:00-12:00(D);14:00-20:00(R);10:00-12:00(D);14:00-20:00(R);10:00-12:00(D);14:00-20:00(R);10:00-12:00(D);14:00-20:00(R);10:00-12:00(D);14:00-20:00(R)
855;;[];;;;;;;15:00-18:00(R);08:30-12:00(R);15:30-18:00(R);08:30-12:00(R);;;15:30-18:00(R);08:30-12:00(R);15:30-18:00(R)
856;;[];;;;PVM1;;;;;;;;;;;
857;;[];;;;PVM1;;;;;;;;;;;
858;;[];;;;PVM1;;;;;;;;;;;
859;;[];;;;PVM1;;"12:30-14:00(D)
08:30-12:00(R)";"14:00-15:00(D)
15:30-19:30(R)";"12:30-14:00(D)
08:30-12:00(R)";"14:00-15:00(D)
15:30-19:30(R)";"12:30-14:00(D)
09:15-12:00(R)";"14:00-15:00(D)
15:30-19:30(R)";"12:30-14:00(D)
08:30-12:00(R)";"14:00-15:00(D)
15:30-19:30(R)";"12:30-14:00(D)
08:30-12:00(R)";"14:00-15:00(D)
15:30-19:30(R)"
860;2023-09-12 14:30:00;[Timestamp('2023-09-12 14:30:00')];;;;PVM1;;;;;;;;;;;
861;2023-09-12 15:55:00;[Timestamp('2023-09-12 15:55:00')];;;;PVM1;;;;;;;;;;;
862;;[];True;L;;OUI;;;;;13:00-17:00;;;;13:00-17:00;;
863;;[];;;;PVM1;;"12:00-14:00(D)
09:00-12:00(R)";14:00-19:00(R);"12:00-14:00(D)
09:00-12:00(R)";14:00-19:00(R);"12:00-14:00(D)
09:00-12:00(R)";14:00-19:00(R);;;"12:00-14:00(D)
09:00-12:00(R)";14:00-19:00(R)
864;;[];;;;PVM1;;"11:00-14:00(D)
09:00-11:00(R)";15:30-19:30(R);"11:00-14:00(D)
09:00-11:00(R)";15:30-19:30(R);"11:00-14:00(D)
09:00-11:00(R)";15:30-19:30(R);"11:00-14:00(D)
09:00-11:00(R)";15:30-19:30(R);"11:00-14:00(D)
09:00-11:00(R)";15:30-19:30(R)
865;;[];;;;PVM1;;;;;;;;;;;
866;2023-10-26 11:00:00;[Timestamp('2023-10-26 11:00:00')];;;;PVM1;;;;;;;;;;;
867;;[];;;;PVM1;;;;;;;;;;;
868;;[];;;ESTHETIQUE;PVM1;;;;10:00-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-19:00(R)
869;;[];;;;PVM1;;;;;;;;;;;
870;;[];;;;PVM1;;09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R)
871;2024-01-28 13:00:00;[Timestamp('2024-01-28 13:00:00'), Timestamp('2023-09-29 08:45:00')];;;;PVM1;;07:00-14:00(R);14:00-18:00(R);07:00-14:00(R);14:00-20:00(R);07:00-14:00(R);14:00-18:00(R);07:00-14:00(R);14:00-18:00(R);07:00-14:00(R);14:00-18:00(R)
872;;[];;;;PVM1;;"08:30-12:00(D)
13:30-14:00(R)";14:00-17:30(R);"08:30-12:00(D)
13:30-14:00(R)";14:00-17:30(R);"08:30-12:00(D)
13:30-14:00(R)";14:00-17:30(R);"08:30-12:00(D)
13:30-14:00(R)";14:00-17:30(R);"08:30-12:00(D)
13:30-14:00(R)";14:00-17:00(R)
873;;[];;;;PVM1;;;;;;;;;;;
874;;[];;;;PVM1;;;14:00-20:00(R);;14:00-20:00(R);;14:00-20:00(R);;14:00-20:00(R);;14:00-20:00(R)
875;;[];;;;PVM1;;;;;;;;;;;
876;2023-11-15 00:00:00;[];;;;PVM1;;;;;;;;;;;
877;;[];;;;PVM1;;;;;;;;;;;
878;;[];;;;PVM1;;;;;;;;;;;
879;;[];;;;PVM1;;;;;;;;;;;
880;;[];;;;PVM1;;;;;;;;;;;
881;;[];;;;PVM1;;;;;;;;;;;
882;;[];;;;PVM1;;;;;;;;;;;
883;;[];;;;PVM1;;;;;;;;;;;
884;;[];;RETRAITE;;PVM1;;;;;;;;;;;
885;;[];;;;PVM1;;;;;;;;;;;
886;;[];;;;PVM1;;;;;;;;;;;
887;;[];;;;PVM1;;;;09:15-14:00(R);14:00-18:30(R);;;09:15-13:30(R);;09:15-14:00(R);14:00-18:30(R)
888;;[];;;;;;;;;;;;;;;
889;2024-01-22 15:00:00;[Timestamp('2024-01-22 15:00:00')];True;;;OUI;;;;;;;;;;;
890;;[];;;;PVM1;;08:00-14:00(R);14:00-19:30(R);08:00-14:00(R);14:00-19:30(R);08:00-14:00(R);14:00-19:30(R);08:00-14:00(R);14:00-19:30(R);08:00-14:00(R);14:00-15:00(R)
891;;[];;;;PVM1;;;;;;;;;;;
892;;[];;;;PVM1;;08:30-12:30(R);15:00-19:30(R);08:30-12:30(D);15:00-19:30(R);08:30-12:30(R);15:00-19:30(R);;15:00-19:30(R);08:30-12:30(R);15:00-19:30(R)
893;;[];;;;PVM1;;;;;;;;;;;
894;;[];;;;;;;;;;;;;;;
895;;[];;;;PVM1;;;;;;;;;;;
896;;[];;;;PVM1;;;;;;;;;;;
897;;[];;;;PVM1;;;;;;;;;;;
898;;[];;;;;;;;;;;;;;;
899;;[];;;;PVM1;;;;;;;;;;;
900;;[];;;;PVM1;;;;;;;;;;;
901;;[];;;;PVM1;;;;;;;;;;;
902;;[];;;;PVM1;;;;;;;;;;;
903;;[];;;;PVM1;;;;;;;;;;;
904;;[];;;;PVM1;;09:30-14:00(R);14:00-19:30(R);09:30-14:00(R);14:00-19:30(R);09:30-14:00(R);14:00-19:30(R);09:30-14:00(R);14:00-19:30(R);09:30-14:00(R);14:00-15:30(R)
905;;[];;;;PVM1;;;;;;;;;;;
906;;[];;;;PVM1;;;;;;;;;;; 
907;;[];;;;PVM1;;;;;;;;;;;
908;;[];;;;PVM1;;;;;;;;;;;
909;;[];;;;PVM1;;;;;;;;;;;
910;;[];;;;PVM1;;;;;;;;;;;
911;;[];;;;PVM1;;09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R)
912;2023-12-19 15:00:00;[Timestamp('2023-12-19 15:00:00'), Timestamp('2023-08-29 16:00:00')];;;;PVM1;;;;;;;;;;;
913;;[];;;;PVM1;;;;;;;;;;;
914;;[];;;;PVM1;;11:00-14:00(R);14:00-18:30(R);11:00-14:00(R);14:00-18:30(R);;;11:00-14:00(R);14:00-18:30(R);11:00-14:00(R);14:00-18:30(R)
915;;[];;;;PVM1;;10:00-14:00(R);14:00-18:45(R);"13:00-14:00(D)
09:30-13:00(R)";14:00-19:20(R);10:40-14:00(R);14:00-19:40(R);09:00-12:00(D);14:20-19:40(R);"13:00-14:00(D)
10:00-13:00(R)";14:00-19:20(R)
916;;[];;;;PVM1;;;;;;;;;;;
917;;[];;;;;;;;;;;;;;;
918;2023-09-20 12:00:00;[Timestamp('2023-09-20 12:00:00')];;RDV;;;;;;;;;;;;;
919;2023-07-20 12:50:00;[Timestamp('2023-07-20 12:50:00')];;;;PVM1/NV22;;;;;;;;;;;
920;;[];;;;;;;;;;;;;;;
921;;[];;;;PVM1;;;;;;;;;;;
922;;[];;;;PVM1;;09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-12:00(?);
923;;[];;;;PVM1;;10:00-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-19:00(R);;;10:00-14:00(R);14:00-19:00(R)
924;;[];;;;;;;;;;;;;;;
925;;[];;;;PVM1;;;;;;;;;;;
926;;[];;;;PVM1;;;;;;;;;;;
927;;[];;;;;;;;;;;;;;;
928;2024-01-05 11:00:00;[Timestamp('2024-01-05 11:00:00')];True;;;OUI;;10:00-13:00(R);;;14:30-19:30(R);09:30-14:00(R);;;14:30-19:30(R);10:00-14:00(R);14:00-16:30(R)
929;;[];;;;;;;;;;;;;;;
930;;[];;;;PVM1;;;;;;;;;;;
931;;[];;;;;;09:45-14:00(R);14:00-17:30(R);09:45-12:00(R);;09:45-14:00(R);14:00-17:30(R);09:45-14:00(R);14:00-17:30(R);09:30-14:00(R);
932;;[];;;;PVM1;;;;;;;;;;;
933;;[];;;;;;06:40-14:00(R);14:00-21:00(R);06:40-14:00(R);14:00-21:00(R);06:40-14:00(R);14:00-21:00(R);06:40-14:00(R);14:00-21:00(R);06:40-14:00(R);
934;;[];;;;PVM1;;;;;;;;;;;
935;;[];;;;PVM1;;;;;;;;;;;
936;;[];;;;PVM1;;;;;;;;;;;
937;;[];;;;PVM1;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-21:00(R);09:00-14:00(R);14:00-18:30(R)
938;;[];;;;PVM1;;09:00-14:00(R);14:00-18:00(R);09:00-13:00(R);14:00-16:00(D);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:30-13:00(R);14:00-16:00(D)
939;;[];;;;PVM1;;;;13:00-14:00(R);14:00-19:00(R);;;;;13:00-14:00(R);14:00-19:00(R)
940;;[];;;;PVM1;;;;;;;;;;;
941;;[];;;;PVM1;;;;;;;;;;;
942;;[];;;;;;;;;;;;;;;
943;;[];;;;PVM1;;;;;;;;;;;
944;2023-12-04 14:30:00;[Timestamp('2023-12-04 14:30:00'), Timestamp('2023-11-15 11:00:00')];;;;PVM1;;;;;;;;;;;
945;2023-07-19 16:30:00;[Timestamp('2023-07-19 16:30:00')];;;;;;;;;;;;;;; 
946;;[];;;;PVM1;;08:00-14:00(R);14:00-20:00(R);"13:00-14:00(D)
08:00-13:00(R)";"14:00-15:00(D)
15:00-19:00(R)";09:00-14:00(R);15:00-19:00(R);"13:00-14:00(D)
08:00-13:00(R)";"14:00-15:00(D)
15:00-20:00(R)";08:30-14:00(R);14:00-20:00(D)
947;;[];;;;PVM1;;;;;;;;;;;
948;;[];;;;PVM1;;;;09:00-14:00(R);14:00-19:00(R);;14:00-19:00(R);;;08:45-13:45(R);
949;;[];;;;PVM1;;;;;;;;;;;
950;;[];;;;PVM1;;09:40-13:40(R);14:40-19:20(R);09:40-13:00(D);14:40-17:00(R);09:40-13:40(R);14:40-19:20(R);09:40-13:00(D);14:40-17:00(R);09:40-13:40(R);14:30-19:20(R)
951;;[];;;`;PVM1;;09:00-13:00(R);;09:00-14:00(R);14:00-19:00(R);;14:30-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-15:00(R)
952;;[];;;;PVM1;;09:00-12:00(D);15:30-18:00(R);;15:30-18:30(R);09:00-14:00(R);14:00-18:30(R);;;09:00-12:00(R);14:00-17:00(D)
953;;[];;;;PVM1;;;;;;;;;;;
954;;[];;;;PVM1;;09:00-12:00(R);14:00-19:00(R);09:00-12:00(R);14:00-19:00(R);09:00-12:00(R);14:00-19:00(R);09:00-12:00(R);17:30-19:00(R);09:00-12:00(R);14:00-19:00(R)
955;;[];;;;PVM1;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R);09:30-14:00(R);14:00-19:00(R)
956;;[];;;;PVM1;;;;;;;;;;;
957;2024-02-20 11:00:00;[Timestamp('2024-02-20 11:00:00'), Timestamp('2023-12-01 14:30:00'), Timestamp('2023-11-07 14:30:00')];;;;;;;;;;;;;;;
958;;[];;;;;;;;;;;;;;;
959;;[];;;;PVM1;;;;;;;;;;;
960;2023-10-09 15:30:00;[Timestamp('2023-10-09 15:30:00')];;;;;;;;;;;;;;;
961;;[];;;;PVM1;;10:00-13:00(R);14:00-18:30(R);10:00-13:00(R);;10:00-13:00(R);14:00-18:30(R);10:00-13:00(R);14:00-18:30(R);10:00-13:00(R);14:00-18:30(R)
962;;[];;;;PVM1;;;;;;;;;;;
963;;[];;;;PVM1;;;;;;;;;;;
964;;[];;;;PVM1;;;;;;;;;;;
965;;[];;;;PVM1;;09:00-13:00(R);14:30-17:30(D);09:00-13:00(R);14:30-17:30(D);;14:00-18:20(R);09:00-11:00(D);;09:30-12:00(D);14:00-18:40(R)
966;;[];;;;;;;;;;;;;;;
967;;[];;;;PVM1;;;;;;;;;;;
968;;[];;;;PVM1;;;;;;;;;;;
969;;[];;;;PVM1;;;;;;;;;;;
970;;[];;;;PVM1;;08:00-12:30(D);14:00-19:30(R);08:00-12:30(D);14:00-19:30(R);08:00-12:30(D);14:00-19:30(R);08:00-12:30(D);14:00-19:30(R);09:00-12:30(R);15:45-19:30(R)
971;;[];;;;PVM1;;;;;;;;;;;
972;;[];;;;PVM1;;09:00-14:00(R);14:00-20:00(R);09:00-14:00(R);14:00-20:00(R);09:00-14:00(R);14:00-20:00(R);;;;
973;;[];;;;;;10:00-14:00(R);14:00-19:00(R);10:00-14:00(R);14:00-17:45(R);;;;;10:00-12:00(R);15:00-19:00(R)
974;;[];;;;PVM1;;;;;;;;;;;
975;;[];;;;PVM1;;;;;;;;;;;
976;2023-09-19 15:20:00;[Timestamp('2023-09-19 15:20:00')];;;;;;;;;;;;;;;
977;;[];;;;PVM1;;09:00-14:00(R);14:00-18:30(R);09:00-14:00(R);14:00-18:30(R);09:00-14:00(R);14:00-18:30(R);09:00-14:00(R);14:00-18:30(R);09:00-14:00(R);14:00-18:30(R)
978;;[];;;;PVM1;;;;;;;;;;;
979;;[];;;;PVM1;;;;;;;;;;;
980;;[];;;;PVM1;;;;;;;;;;;
981;;[];;;;PVM1;;09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);;
982;;[];;;;PVM1;;09:30-14:00(R);14:00-19:30(R);09:30-14:00(R);14:00-19:30(R);09:30-14:00(R);14:00-19:30(R);09:30-14:00(R);14:00-19:30(R);09:30-14:00(R);14:00-19:30(R)
983;;[];;;;PVM1;;;;;;;;;;;
984;;[];;;;;;09:00-12:00(R);14:00-18:00(R);09:00-12:00(R);14:00-18:00(R);09:00-12:00(R);14:00-18:00(R);09:00-12:00(R);14:00-18:00(R);09:00-12:00(R);14:00-18:00(R)
985;;[];;;;PVM1;;;;;;;;;;;
986;;[];;;;PVM1;;09:15-12:30(R);15:30-18:30(R);09:15-12:30(R);15:30-18:30(R);09:15-12:30(R);15:30-18:30(R);09:15-12:30(R);15:30-18:30(R);09:15-12:30(R);15:30-18:30(R)
987;;[];;;;;;08:30-14:00(R);14:00-19:30(R);08:30-14:00(R);14:00-19:30(R);08:30-14:00(R);14:00-19:30(R);08:30-14:00(R);14:00-19:30(R);08:30-14:00(R);14:00-19:30(R)
988;;[];;;;PVM1;;11:00-14:00(R);14:00-19:00(R);08:30-14:00(R);;11:00-14:00(R);14:00-19:00(R);11:00-14:00(R);14:00-19:00(R);08:30-14:00(R); 
989;;[];;;;PVM1;;;;;;;;;;;
990;;[];;;;PVM1;;;14:30-20:00(R);;;;14:30-20:00(R);;;;
991;;[];;;;;;;;;;;;;;;
992;;[];;;;PVM1;;;;;;;;;;;
993;;[];;;;PVM1;;;;;;;;;;;
994;;[];;;;PVM1;;09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R)
995;;[];;;;PVM1;;09:00-13:00(R);14:00-19:00(R);09:00-13:00(R);14:00-19:00(R);09:00-13:00(R);14:00-19:00(R);09:00-13:00(R);14:00-19:00(R);09:00-13:00(R);14:00-19:00(R)
996;;[];;;;PVM1;;;;;;;;;;;
997;;[];;;;PVM1;;;;;;;;;;;
998;;[];;;;PVM1;;;;;;;;;;;
999;;[];;;;PVM1;;;;;;;;;;;
1000;2023-11-27 10:00:00;[Timestamp('2023-11-27 10:00:00')];;;;PVM1;;;;;;;;;;;
1001;;[];;;;;;;;;;;;;;;
1002;;[];;;;PVM1;;;;;;;;;;;
1003;;[];;;;PVM1;;;;;;;;;;;
1004;;[];;;;PVM1;;09:00-12:00(R);14:00-19:00(R);"09:00-12:00(R)
13:30-14:00(R)";14:00-19:30(R);"09:40-12:00(R)
13:30-14:00(R)";14:00-19:30(R);"09:00-12:00(D)
13:30-14:00(R)";14:00-19:30(R);"09:00-12:30(R)
13:30-14:00(R)";14:00-18:30(R)
1005;;[];;;;PVM1;;;;;;;;;;;
1006;;[];;;;PVM1;;;;;;;;;;;
1007;2024-01-10 15:30:00;[Timestamp('2024-01-10 15:30:00'), Timestamp('2023-07-20 09:00:00')];True;;;OUI;;;;;;;;;;;
1008;;[];;;;PVM1;;;;;;;;;;;
1009;;[];;;;PVM1;;;;;;;;;;;
1010;;[];;;;;;09:00-14:00(R);14:00-19:00(R);;14:00-19:30(R);13:00-14:00(R);14:00-19:00(R);09:00-13:00(R);;;
1011;;[];;;;PVM1;;;;;;;;;;;
1012;;[];;;;;;;;;;;;;;;
1013;;[];;;;PVM1;;;;;;;;;;;
1014;;[];;;;PVM1;;;;;;;;;;; 
1015;;[];;;;PVM1;;08:30-13:00(R);;08:30-13:00(R);;;14:00-19:00(R);;14:00-19:00(R);08:30-13:00(R);
1016;;[];;;;;;;;;;;;;;;
1017;;[];;;;PVM1;;;;;;;;;;;
1018;;[];;;;PVM1;;;;;;;;;;;
1019;2024-03-01 13:00:00;[Timestamp('2024-03-01 13:00:00')];;;;PVM1/NV22;;;;;;;;;;;
1020;2023-07-19 09:30:00;[Timestamp('2023-07-19 09:30:00')];;;;;;09:15-12:30(R);14:00-19:00(R);09:15-12:30(R);14:00-19:00(R);09:15-12:30(R);14:00-19:00(R);10:15-12:30(R);14:00-19:00(R);09:10-12:30(R);14:00-19:00(R)
1021;;[];;;;PVM1;;;;;;;;;;;
1022;;[];;;;PVM1;;;;;;;;;;;
1023;2024-03-01 14:30:00;[Timestamp('2024-03-01 14:30:00')];;;;PVM1;;;;;;;;;;;
1024;;[];;;;PVM1;;;;;;;;;;;
1025;;[];;;;PVM1;;10:30-14:00(D);"14:00-15:00(D)
16:00-19:00(R)";10:30-14:00(D);"14:00-15:00(D)
16:00-19:00(R)";;;10:30-14:00(D);"14:00-15:00(D)
16:00-19:00(R)";10:30-14:00(D);"14:00-15:00(D)
16:00-19:00(R)"
1026;;[];;;;PVM1;;;;;;;;;;;
1027;;[];;;;PVM1;;08:45-13:30(D);14:30-19:30(R);08:45-13:30(D);14:30-19:30(R);;16:00-19:30(R);08:45-13:30(D);14:30-19:30(R);08:45-13:30(D);14:30-19:30(R)
1028;2024-01-10 14:00:00;[Timestamp('2024-01-10 14:00:00'), Timestamp('2023-07-11 16:00:00')];True;RDV;;OUI;;;;;;;;;;;
1029;;[];;;;;;;;;;;;;;;
1030;2023-11-28 09:30:00;[Timestamp('2023-11-28 09:30:00')];;;;;;;;;;;;;;;
1031;;[];;;;PVM1;;;;;;;;;;;
1032;;[];;;;PVM1;;;;;;;;;;;
1033;;[];;;;PVM1;;09:00-13:00(R);14:30-17:30(R);09:00-13:00(R);14:30-17:30(R);;;09:00-13:00(R);14:30-17:30(R);09:00-13:00(R);14:30-17:30(R)
1034;;[];;;;PVM1;;;;;;;;;;;
1035;;[];;;;PVM1;;;;;;;;;;;
1036;;[];;;;PVM1;;;;;;;;;;;
1037;;[];;;;PVM1;;;;;;;;;;;
1038;;[];;;;PVM1;;;;;;;;;;;
1039;;[];;;;PVM1;;;;;;;;;;;
1040;;[];;;;;;;;;;;;;;;
1041;;[];;;;PVM1;;09:30-14:00(R);14:00-19:30(R);09:00-13:45(R);;;;09:00-14:00(R);14:00-19:00(R);;
1042;;[];;;;PVM1;;;;;;;;;;;
1043;;[];;;;PVM1;;;;;;;;;;;
1044;;[];;;;PVM1;;09:00-14:00(R);;09:00-14:00(R);14:30-19:30(R);09:00-14:00(R);14:30-19:30(R);09:00-14:00(R);;09:00-14:00(R);14:30-19:30(R)
1045;;[];;;;PVM1;;;;;;;;;;;
1046;;[];;;;PVM1;;;;;;;;;;;
1047;;[];;;;PVM1;;;;;;;;;;;
1048;;[];;;;PVM1;;08:00-14:00(R);14:00-19:30(R);08:00-14:00(R);14:00-19:30(R);08:00-14:00(R);14:00-19:30(R);08:00-14:00(R);14:00-19:30(R);;
1049;2023-12-19 09:30:00;[Timestamp('2023-12-19 09:30:00'), Timestamp('2023-08-29 10:00:00')];;;;;;;;;;;;;;;
1050;;[];;;;PVM1;;07:30-13:00(R);14:00-20:00(R);07:30-13:00(R);14:00-20:00(R);07:30-13:00(R);14:00-20:00(R);07:30-13:00(R);14:00-20:00(R);07:30-13:00(R);14:00-20:00(R)
1051;;[];;;;PVM1;;;;;;;;;;;
1052;2024-01-11 11:00:00;[Timestamp('2024-01-11 11:00:00')];True;;;OUI;;;;;;;;;;;
1053;2024-01-09 09:30:00;[Timestamp('2024-01-09 09:30:00')];True;;;OUI;;;;;;;;;;;
1054;;[];;;;PVM1;;;;;;;;;;;
1055;;[];;;;PVM1;;;;;;;;;;;
1056;;[];;;;PVM1;;;;;;;;;;;
1057;2024-02-16 14:30:00;[Timestamp('2024-02-16 14:30:00')];;;;;;;;;;;;;;;
1058;;[];;;;PVM1;;"08:30-10:30(D)
10:30-13:00(R)";14:00-19:00(R);"08:30-10:30(D)
10:30-13:00(R)";14:00-19:00(R);;14:00-18:00(R);"08:30-10:30(D)
10:30-13:00(R)";14:00-19:00(R);"08:30-10:30(D)
10:30-13:00(R)";14:00-19:00(R)
1059;;[];;;;;;09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R);09:00-14:00(R);14:00-19:30(R)
1060;;[];;;;;;09:00-12:00(R);15:00-19:00(R);09:00-12:00(R);15:00-19:00(R);09:00-12:00(R);14:00-19:00(R);09:00-12:00(R);14:00-19:00(R);;14:00-19:00(R)
1061;;[];;;;PVM1;;;;;;;;;;;
1062;;[];;;;PVM1;;;14:00-18:00(R);09:30-14:00(R);14:00-16:00(R);;14:00-18:30(R);;14:00-19:30(R);;
1063;;[];;;;PVM1;;;;;;;;;;;
1064;;[];;;;PVM1;;;;;;;;;;;
1065;;[];;;;PVM1;;;;;;;;;;;
1066;;[];;;;PVM1;;;;;;;;;;;
1067;;[];;;;PVM1;;09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R);09:00-14:00(R);14:00-19:00(R)
1068;;[];;;;PVM1;;;;;;;;;;;
1069;;[];;;ESTHETIQUE;PVM1;;;;;;;;;;;
1070;;[];;;;PVM1;;;;;;;;;;;
1071;;[];;;;PVM1;;;;;;;;;;;
1072;;[];;;;PVM1;;;;;;;;;;;
1073;;[];;;;PVM1;;;;;;;;;;;
1074;2024-01-22 16:00:00;[Timestamp('2024-01-22 16:00:00')];True;;;OUI;;;;;;;;;;;
